Song,Artist,track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,dataset,kmeans,dbscan
別れの予感,Hanare Gumi,5msvkAkQ8o2GhNxOu3YW5D,0.63,0.367,1,-11.054,1,0.0232,0.052,0.000202,0.103,0.547,98.995,Not Hot,2,0
Mano a Mano (with Leopoldo Federico y Su Orquesta),Julio Sosa;Leopoldo Federico y su Orquesta,7imfMQIUDk8rLkpdyRryOs,0.518,0.718,0,-4.931,0,0.103,0.814,2.63e-06,0.393,0.777,117.09,Not Hot,3,0
All My Favorite Songs,Weezer;AJR,03I89EqsberXEAapUd1yWu,0.605,0.7,4,-6.47,1,0.0277,0.00998,0.0,0.116,0.588,84.962,Not Hot,2,0
アイデンティティ,Kiro Akiyama,4cXlM7IelyGNnaOiROPZqn,0.264,0.889,8,-3.494,1,0.0589,9.8e-06,0.0396,0.0857,0.492,118.977,Not Hot,7,0
Run It Up (feat. Offset & Moneybagg Yo),Lil Tjay;Offset;Moneybagg Yo,1dg3qy5DjoJodawfOCgrTP,0.88,0.575,6,-6.091,1,0.163,0.415,0.0,0.109,0.671,120.031,Not Hot,2,0
Your Turn,Ty Dolla $ign;Musiq Soulchild;Tish Hyman;6LACK,3w9i7F6nze5mODaJstlVWt,0.533,0.389,0,-9.175,1,0.0542,0.18,0.0,0.112,0.248,145.894,Not Hot,6,0
Son Kale,Joker;Defkhan;Kurşun,5TNxtf7JVC7KtWqTjWZR2A,0.72,0.92,5,-5.515,0,0.16,0.0594,0.00091,0.0984,0.333,145.028,Not Hot,3,0
Vou Chorar - Ao Vivo,Taty Girl,0aFHLaLBXLCUCU4HVCLABS,0.419,0.902,4,-4.007,1,0.252,0.225,2.41e-06,0.407,0.66,91.061,Not Hot,2,0
Bandeya Rey Bandeya,Arijit Singh;Asees Kaur,69EBg5Kl8SwvDfxFQ1aPNY,0.445,0.615,0,-7.714,1,0.0852,0.422,0.0,0.116,0.235,123.984,Not Hot,6,0
The Chase,Keeno,6Rm29KBnvP9rtAAjG6HjMa,0.55,0.919,5,-5.129,0,0.0448,0.0379,0.582,0.0841,0.339,174.991,Not Hot,5,0
Citra Natural,Seringai,3jhc64NporNzz61mgNEC23,0.429,0.911,9,-4.941,1,0.0583,6.76e-05,2.62e-06,0.196,0.604,165.11,Not Hot,7,0
Ein Lied für diese Welt,Lorenz Büffel;Anna-Maria Zimmermann,7qL0ktZOvAZ5anQ9rDpbru,0.67,0.884,6,-3.649,1,0.0341,0.101,0.0,0.0818,0.375,140.035,Not Hot,7,0
No Es Justo,J Balvin;Zion & Lennox,4sIhqSb3u7PhFWE5k1Xwg3,0.811,0.812,7,-4.47,1,0.0635,0.151,0.000362,0.152,0.689,87.98,Not Hot,2,0
Ley Seca,Jhayco;Anuel AA,0YKl5wq8BbvZBtgabzlc5D,0.759,0.843,8,-3.718,1,0.0913,0.127,0.0,0.114,0.56,105.016,Not Hot,2,0
La Gran 7,OConnor,6vrOGuStR8OO3YHDvBhwlq,0.517,0.762,4,-7.299,0,0.0318,1.14e-05,0.346,0.137,0.659,155.908,Not Hot,3,0
"If I Go, I'm Goin",Gregory Alan Isakov,1vqtj4c5aNPKkLS2LXkd4E,0.509,0.0648,3,-17.293,1,0.0339,0.778,0.0282,0.11,0.192,113.742,Not Hot,6,0
Me diga,Nando Reis,4MneVvYOxU1LaySFx8n98p,0.533,0.905,4,-5.858,1,0.0612,0.238,6.12e-06,0.223,0.726,86.503,Not Hot,2,0
De Volta Pro Aconchego,Elba Ramalho,6vzEUwK4CbcDMDvmJ09WsY,0.424,0.272,9,-11.402,0,0.0295,0.596,4.64e-06,0.216,0.171,111.753,Not Hot,6,0
Take It All,Adele,43Bcg5ckW8WchRzyPZA0u1,0.415,0.266,0,-8.44,1,0.0308,0.957,1.18e-06,0.183,0.282,138.096,Not Hot,6,0
Thaen Thaen Thaen,Vidyasagar;Udit Narayan;Shreya Ghoshal,1z0p8ODhL1aZFBengxPkZU,0.713,0.808,8,-4.568,1,0.0435,0.115,0.000503,0.169,0.733,96.978,Not Hot,2,0
"Theme From ""In Search Of Angels""",Tim Story,3HHOfa5QV20fxF12JPgLsj,0.263,0.228,8,-14.361,0,0.0376,0.902,0.935,0.123,0.0762,76.944,Not Hot,4,0
Folgada,Mc Kevin,57WhksJeKPrlWBScoir5Jn,0.823,0.529,11,-5.581,0,0.0391,0.0922,0.0,0.0939,0.384,110.051,Not Hot,3,0
Mr. Soul,Buffalo Springfield,042v1NacbKJzCyi6nBme7T,0.674,0.706,9,-9.012,1,0.0384,0.108,6.48e-06,0.114,0.961,133.789,Not Hot,2,0
Gold (Stupid Love),Excision;ILLENIUM;Shallows,5ZzjNL4J31lqU853Un7T3f,0.363,0.735,1,-3.857,1,0.0428,0.0014,0.000119,0.13,0.0721,145.556,Not Hot,7,0
Cirkus,Slowgold,6Nq0z31YKRarFXjx3Dsz2X,0.515,0.667,0,-9.226,1,0.0307,0.305,0.363,0.231,0.54,95.373,Not Hot,2,0
London Scammer,Tankz,7xD50fgMxpy8SFzyYiLntI,0.871,0.282,9,-16.861,0,0.247,0.375,0.0284,0.0856,0.353,140.068,Not Hot,3,0
In da Club,Tony Junior;Luis Rodriguez,66B30LEHJfPv8r3YNKUV99,0.79,0.871,11,-4.105,1,0.0832,0.00129,0.265,0.0771,0.245,125.994,Not Hot,2,0
Let It Rain Down,Alle Farben;PollyAnna,0J1B4kGs4YxyWvBtqra5dP,0.739,0.853,8,-4.184,1,0.0629,0.0306,0.0,0.102,0.344,124.921,Not Hot,2,0
Dry Blood,Highlnd;Alex Venegas,6WqrGbkeXPT7Lqz8DNywoQ,0.615,0.842,1,-3.358,0,0.0579,0.438,0.00223,0.102,0.583,138.073,Not Hot,3,0
Haul - Radio Edit,Christian Löffler;Mohna,3sAatKUX1OkCIAkopdMRTU,0.615,0.417,11,-15.441,0,0.0373,0.287,0.862,0.215,0.117,117.982,Not Hot,5,0
Baarishon Mein,Darshan Raval,7doebiokA0utWXWcw7rD82,0.352,0.34,0,-10.002,1,0.0357,0.898,3.3e-06,0.0936,0.314,179.865,Not Hot,6,0
Feeling Good,Nina Simone,6Rqn2GFlmvmV4w9Ala0I1e,0.399,0.326,7,-9.239,0,0.0386,0.864,0.0,0.191,0.546,79.206,Not Hot,6,0
下一位前度 in Ab major,Terence Lam,2KogAeAixsmxIzDmMHKhjY,0.591,0.392,8,-9.737,1,0.0283,0.637,0.0,0.143,0.354,117.85,Not Hot,6,0
Liberation,Harold van Lennep,134QG8C1qpCiFSY9B8mG2P,0.735,0.705,0,-7.232,0,0.0859,0.471,0.614,0.0814,0.546,99.953,Not Hot,3,0
Head & Heart,Joel Corry;MNEK,0n4VMosDis1qIFjSZl9gdi,0.734,0.874,8,-3.158,1,0.0662,0.168,1.14e-05,0.0489,0.905,122.953,Not Hot,2,0
誰是知己,Danny Chan,3WZZuy5Xt8V7sloo06TkEs,0.513,0.543,0,-7.688,1,0.0258,0.466,0.0,0.136,0.193,83.358,Not Hot,6,0
阿拉斯加海湾,菲道尔,6VYs9NInduwKl1TBLfeSdy,0.53,0.132,4,-16.326,1,0.0432,0.81,4.02e-06,0.058,0.231,120.555,Not Hot,6,0
CÓMO SE SIENTE - Remix,Jhayco;Bad Bunny,0VuMYPVXdyIKcfmbMKzaSi,0.807,0.606,3,-8.871,0,0.0872,0.0946,0.0,0.119,0.304,92.988,Not Hot,3,0
The Funeral,YUNGBLUD,7staPerb0ZxnCz5MXHDYC3,0.576,0.869,7,-4.339,1,0.0339,8.57e-05,7.1e-05,0.0573,0.746,92.538,Not Hot,2,0
Flattened,Mushroomhead,5EmYrG67fk5qRxboTSuKAH,0.614,0.681,8,-5.286,0,0.041,0.214,0.0114,0.193,0.128,112.2,Not Hot,3,0
The Wanderer - Dixon Edit,Romanthony;Dixon,0IAHw4unc3A14Li5Xe8fa5,0.845,0.327,8,-10.622,1,0.0541,0.0583,0.814,0.119,0.19,125.994,Not Hot,5,0
S.L.U.T.,Bea Miller,6h3lMAmmpQDFqoHk9F99IR,0.722,0.773,5,-4.378,0,0.0792,0.0598,0.0,0.179,0.724,94.997,Not Hot,3,0
Honeybrains,Royal Blood,4JuKzBOcFT6ZDX1bINNI1C,0.523,0.8,9,-5.243,1,0.101,0.00537,0.0,0.398,0.604,125.886,Not Hot,2,0
La Cosecha De Mujeres,Mike Laure,52qkmQRIc05KdnaY4CO8cJ,0.738,0.671,9,-8.821,1,0.127,0.72,2.06e-06,0.0593,0.967,95.059,Not Hot,2,0
Hands Up,Anime;Tha Suspect,4vR7Gnth6qTWWwU4HDBCzI,0.479,0.9,6,-6.503,0,0.226,0.00184,0.0262,0.0519,0.519,169.97,Not Hot,7,0
Saudade Inflamada - Ao Vivo,Matheus & Kauan,5SPlXB1JUJOcIxLWESYh1h,0.683,0.624,8,-8.004,1,0.0399,0.501,0.0,0.754,0.725,115.913,Not Hot,0,0
Kirakiraboshi,Susumu Yokota,3cmnCQ0h8Ae90Xbn85VmZY,0.406,0.331,1,-18.495,1,0.0294,0.933,0.952,0.386,0.122,103.711,Not Hot,4,0
Day N Night,Afrojack;Black V Neck;Muni Long,6TCgbXfNTvxzTTJjKtA1FT,0.709,0.871,5,-4.126,0,0.175,0.134,0.0,0.316,0.667,125.94,Not Hot,3,0
Dickin's Cider,Kevin Bloody Wilson,5B6DpblYjEi7Mp67XxqO3t,0.734,0.711,9,-6.285,1,0.114,0.637,0.0,0.146,0.711,99.969,Not Hot,2,0
Ritual,Cristian,0ciBHDqbLdePdc8bvR7YLy,0.739,0.86,5,-9.486,1,0.0423,0.00706,0.0029,0.219,0.653,124.875,Not Hot,2,0
Chicharrón,Guaynaa;Cauty,6vH2CFODQxTEVi2wSfWJRQ,0.734,0.789,10,-4.305,0,0.454,0.447,9.66e-05,0.498,0.811,76.182,Not Hot,3,0
Blessed Assurance,Jadon Lavik,7fwbbvgHiX5j7hjDCs6B0O,0.536,0.563,4,-7.644,1,0.0285,0.272,0.0,0.0857,0.207,140.004,Not Hot,7,0
Canto para Siempre,Juanafé;Carmen Lienqueo,35Ocr7h38aa1erSPuyUUR9,0.43,0.829,4,-9.146,0,0.162,0.0845,0.0,0.112,0.445,141.277,Not Hot,7,0
An Old Fashioned Love Song - Single Version,Three Dog Night,25GlfPUk2HGcaomdxFSktV,0.456,0.555,10,-10.615,1,0.0369,0.508,0.0194,0.106,0.776,101.31,Not Hot,2,0
Todo Por Amor,Willy Garcia,6mSZPbxBvWPaa12sE8u1bh,0.625,0.768,10,-3.934,1,0.0458,0.754,0.00126,0.107,0.712,168.889,Not Hot,2,0
Solitude I,Tom Ashbrook,31leo5SqxFz5BndXp3HKqw,0.185,0.0535,1,-26.329,1,0.0435,0.975,0.953,0.0998,0.0849,179.997,Not Hot,4,0
Pesenka o zhene,Alexander Vertinsky,5FWXZQDgu0A4hS39eYrzBF,0.539,0.105,2,-16.811,0,0.178,0.978,1.32e-06,0.698,0.295,92.306,Not Hot,6,0
The Serpent,Sons of Perdition,3qXjgDT1A9E31LoSnZTQtm,0.478,0.449,4,-10.845,0,0.0317,0.331,0.0161,0.383,0.649,140.03,Not Hot,3,0
Black Hole,The Browning,3ogfZo3hQDkU2oX99Od2Av,0.524,0.987,0,-2.426,1,0.0638,0.0037,0.00406,0.262,0.441,135.003,Not Hot,7,0
Spider,Said The Sky;Boy In Space,4UMu0o2FaT5O53a5t2CFbd,0.55,0.619,4,-6.326,1,0.0618,0.127,0.0,0.45,0.379,148.082,Not Hot,7,0
Sabotage,The Haunted,3ZX84QuHbl50xlG4E1rcHe,0.453,0.991,9,-4.071,1,0.125,3.98e-06,0.19,0.28,0.361,100.125,Not Hot,7,0
Sobre Nós,Leo Gandelman;Delacruz;Machine Series,6mHSkyU4vE2hvBFLqTMB6l,0.366,0.534,8,-10.5,1,0.0403,0.614,0.000337,0.156,0.457,88.382,Not Hot,6,0
Can You Get To That,Funkadelic,5lc9L9FeLBwlJPgEbq9uEw,0.681,0.897,8,-5.44,1,0.0874,0.672,0.0,0.1,0.852,140.803,Not Hot,2,0
Do They Know It's Christmas?,Glee Cast,1DvYAcGqkmL2ZIxaHk8Alb,0.497,0.731,10,-5.427,1,0.0327,0.00085,6.96e-06,0.261,0.558,115.988,Not Hot,2,0
Kobe,Ralphie May,5xxv6lrGkr1UK672ihOx3O,0.522,0.668,10,-17.228,0,0.883,0.816,0.0,0.965,0.385,117.786,Not Hot,1,1
Hair Dryer Sound 19 - Loopable With No Fade,Deep Sleep Hair Dryers;Hair Dryer Collection;Hair Dryer Sounds,1WCpq85hZdiov2DN39Sqfd,0.0,6.4e-05,6,-22.073,1,0.0,0.777,0.999,0.915,0.0,0.0,Not Hot,4,-1
Living My Best Life,Ben Rector,0R7EWhquaAICmyE5MZqt3q,0.566,0.733,4,-5.302,1,0.0699,0.083,1.55e-06,0.362,0.636,178.828,Not Hot,7,0
Jingle Bells,Brian Culbertson,4DdZtRZMq1nstcrhNmX6UN,0.664,0.744,0,-8.318,1,0.0543,0.284,0.858,0.937,0.463,95.138,Not Hot,0,0
It Will Rain,Bruno Mars,1COGvQEAtPxisowBQjZyZ1,0.572,0.835,2,-6.826,1,0.0516,0.337,0.0,0.082,0.468,150.014,Not Hot,7,0
Agnus Dei,Michael W. Smith,1N9SysNAP8j4wbAIHzlM9m,0.294,0.35,9,-11.215,1,0.0326,0.467,9.58e-05,0.85,0.0835,135.927,Not Hot,0,0
Mr. Vain - Original Radio Edit,Culture Beat,4ih3dyFZoeTdaeJW9mPbOI,0.703,0.997,9,-7.666,0,0.0399,0.0726,0.0235,0.123,0.391,132.872,Not Hot,3,0
Anyone Who Knows What Love Is (Will Understand),Irma Thomas,4TY91MKgroBcAXmnnCk2UO,0.389,0.29,2,-11.868,1,0.0393,0.406,4.13e-05,0.0758,0.158,185.01,Not Hot,6,0
Wildfire,Seafret,2Ro9FLIVhPwIQopSr48oJT,0.587,0.58,6,-7.867,1,0.0329,0.252,0.00243,0.105,0.193,131.953,Not Hot,7,0
Superconductor,Overseer,4ao0wSlFZ8DphzPMZROwQK,0.504,0.937,1,-7.839,0,0.0455,4.58e-06,0.826,0.373,0.0657,140.045,Not Hot,5,0
DNA (Part 2),Craig David;Galantis;Mike Brainchild,7zbNyCtgNRmJ1BdiaMsqEy,0.685,0.736,11,-2.465,1,0.0377,0.013,0.0,0.191,0.39,119.969,Not Hot,2,0
People Are Strange,The Doors,2iTGJ9jRrsTN0TD9IcRosU,0.7,0.467,4,-8.578,0,0.0376,0.685,0.0,0.315,0.763,119.287,Not Hot,3,0
Ocho Días,Billo's,76ZoezUnhs6Y0k9mNrKAQg,0.779,0.569,2,-7.444,0,0.0609,0.559,0.0,0.0663,0.962,111.486,Not Hot,3,0
Benzemez Kimse Sana,Müzeyyen Senar,3LhrqTEJyY0TYlaUhSj5e9,0.352,0.442,9,-5.14,0,0.0323,0.818,0.00373,0.101,0.464,112.633,Not Hot,6,0
Astral,Tale Of Us;Mind Against,5noSkaAhiPUZZpKqgFWiLi,0.734,0.859,7,-12.001,1,0.0496,0.00741,0.835,0.114,0.214,123.983,Not Hot,5,0
Hold Your Hand,Perfume,6ueesm8uFUv4lSR0lVI9f5,0.543,0.94,7,-1.259,1,0.0268,0.0138,0.0101,0.164,0.691,130.004,Not Hot,2,0
Mendocina,Pedro Laurenz;Carlos Bermúdez;Jorge Linares,0Q5EanXZ4bfoTAHQeVM4EB,0.558,0.215,2,-12.708,1,0.0399,0.934,0.00681,0.282,0.614,102.601,Not Hot,6,0
Scars To Your Beautiful,Alessia Cara,0wI7QkCcs8FUQE1OkXUIqd,0.573,0.739,0,-5.74,1,0.129,0.0285,0.0,0.111,0.451,97.085,Not Hot,2,0
Twisted World - The Viper Mashup mix - Edit Version,Tommyknocker;Sunbeam,56QcaKO4AdCvmXgPSiXHSO,0.49,0.965,1,-4.186,0,0.392,0.0687,0.172,0.241,0.274,158.084,Not Hot,7,0
Qué Más Pues?,J Balvin;Maria Becerra,6hf0RpxTbOprT5nnwzkk8e,0.891,0.819,8,-3.964,1,0.106,0.0261,0.000354,0.173,0.768,101.968,Not Hot,2,0
Sunday Morning,Moodymann,17E7pOkJUrPX6J9DcKTXNW,0.63,0.595,3,-13.154,1,0.0745,0.0981,0.0837,0.687,0.356,118.019,Not Hot,0,0
La Grange - 2005 Remaster,ZZ Top,70YvYr2hGlS01bKRIho1HM,0.545,0.64,4,-9.937,0,0.224,0.00249,0.0304,0.196,0.606,80.544,Not Hot,3,0
When Legends Rise,Godsmack,4HIYFlCh5aZq0jwvsn2DoK,0.44,0.916,4,-4.222,0,0.266,0.000236,1.94e-05,0.0897,0.401,124.099,Not Hot,3,0
Nuestras Fronteras,Eterna Inocencia,7fYJx5ytffBv57QGEki4f1,0.405,0.937,4,-4.485,1,0.059,0.00658,0.000865,0.14,0.216,140.017,Not Hot,7,0
Tá Louco Héin (feat. Sorriso Maroto) - Ao Vivo,Turma do Pagode;Sorriso Maroto,5dCsHs5nynTHGdua0raMRR,0.65,0.85,2,-5.023,1,0.104,0.644,0.0,0.87,0.77,109.993,Not Hot,0,0
Renegades,ONE OK ROCK,29VVYrV5TVpGu0IfoTXlcw,0.536,0.857,5,-4.254,0,0.0614,0.000849,0.000151,0.152,0.332,153.943,Not Hot,7,0
Black Summer,Red Hot Chili Peppers,47dUWyurHWefCpINwcvit2,0.417,0.682,1,-5.071,1,0.0295,0.0267,0.000669,0.109,0.351,105.542,Not Hot,7,0
Vete De Aquí,Carlos Lico,3gHDVQatKa5upJZT1zYPIc,0.439,0.419,2,-8.717,1,0.0327,0.772,0.0,0.529,0.66,78.086,Not Hot,6,0
Prism,KDrew;DEELYLE,1G09oEhz0Tye3xnYYFtvM7,0.561,0.847,3,-5.028,0,0.0589,0.361,0.00389,0.126,0.399,169.869,Not Hot,7,0
Heaven Is a Place On Earth,Belinda Carlisle,37Q5anxoGWYdRsyeXkkNoI,0.64,0.852,1,-8.119,0,0.0345,0.0243,1.82e-06,0.0497,0.793,122.902,Not Hot,3,0
Otsuka,Nathan Kawanishi,1S4xvdSUs8ttGOy8nDoMAi,0.836,0.608,8,-8.125,1,0.269,0.217,0.574,0.131,0.605,85.064,Not Hot,2,0
It Came Over Me,The Poets Of Rhythm,4MTlCpVmNYut1jee7533pS,0.438,0.393,11,-8.877,0,0.0276,0.41,5.59e-05,0.312,0.533,60.587,Not Hot,3,0
Din tid kommer,Håkan Hellström,4fScePDGQMY0ibb3L90xS3,0.495,0.852,0,-5.487,1,0.0451,0.000121,0.000483,0.136,0.466,127.962,Not Hot,7,0
Time After Time,Boyce Avenue;Megan Davies;Jaclyn Davies,37bc0lXXN8Udi7IPwL58Hn,0.313,0.321,8,-8.713,1,0.0352,0.746,0.0,0.0948,0.243,53.845,Not Hot,6,0
鐵了心愛你,Andy Lau,4ZeyeIp4Z70ABR7Gi7iXKP,0.528,0.24,5,-13.775,1,0.0304,0.843,3.12e-06,0.185,0.248,127.754,Not Hot,6,0
The Christmas Song,Gregory Porter,2ehMCF9GMSJdzXkJE8j94E,0.321,0.09,0,-21.296,0,0.0321,0.838,0.00266,0.0998,0.157,65.825,Not Hot,4,0
"Te Vas, Milonga",Roberto Grela,1Qs77oP8KZhmvc3IthmhLX,0.33,0.416,4,-16.877,0,0.0555,0.946,0.935,0.123,0.337,96.601,Not Hot,4,0
Sooner Or Later,Breaking Benjamin,6VGKfZmYkkMsd2pij0jNiF,0.493,0.843,5,-4.893,0,0.0482,0.0019,0.0086,0.0835,0.416,92.827,Not Hot,3,0
Just a Dream,Nora Van Elken,4yFpHBMp9ruVQmN1TgGWOL,0.726,0.829,0,-5.98,1,0.197,0.0176,0.0,0.102,0.452,106.977,Not Hot,2,0
Hovering,Judithe Abelsen,0EkOXlinAFTDIVPbbaRDJL,0.0747,0.00506,5,-34.786,1,0.0426,0.994,0.923,0.108,0.153,78.588,Not Hot,4,0
Just We Two (Mona Lisa),Modern Talking,0ftKr33EWYb5A1u0kzYplw,0.757,0.777,0,-8.919,1,0.0359,0.125,0.000297,0.287,0.853,118.203,Not Hot,2,0
Malandragem,Margareth Menezes;Maestro Tiquinho;Fernando Nunes;Sergio Fouad,38NagHDU0RZ80IbAKzkFHr,0.764,0.843,2,-5.826,0,0.04,0.415,0.0,0.0519,0.942,140.042,Not Hot,3,0
Do It Better,Felix Jaehn;Zoe Wees,2tYujK3aoSsRTp8uCvzVFE,0.677,0.804,1,-5.337,0,0.0677,0.0818,1.92e-05,0.158,0.41,122.111,Not Hot,3,0
SOS,Avicii;Aloe Blacc,5tkZJZiaeQExZNjCli2CD0,0.802,0.645,5,-6.181,0,0.0714,0.272,0.0,0.119,0.376,100.001,Not Hot,3,0
We Are the Others - New Ballad Version,Delain,6byH6lnXKYq7Nsp6uykF4d,0.509,0.571,0,-6.226,1,0.031,0.0328,0.0,0.106,0.249,119.992,Not Hot,7,0
When You Were Young,The Killers,34ldTowcv56E2DqtSaYBjP,0.441,0.976,8,-3.09,0,0.147,0.000335,0.0475,0.298,0.248,130.411,Not Hot,7,0
Love Story,Taylor Swift,1D4PL9B8gOg78jiHg3FvBb,0.617,0.741,2,-3.97,1,0.0311,0.131,0.0,0.0772,0.306,118.984,Not Hot,2,0
I Dont Wanna Know Her,Timmies;Shiloh Dynasty,7AcGFRQPq3kNArX1RU3cPM,0.836,0.287,9,-14.701,0,0.342,0.599,0.00439,0.352,0.358,109.934,Not Hot,3,0
If I Can't Get Down - Mousse T.'s Funky Shizzle Mix,Mike Dunn;Mousse T.,3bX36CK7B1HCckuLzqIGkG,0.837,0.934,0,-3.575,1,0.0876,0.0116,0.627,0.38,0.847,124.044,Not Hot,2,0
Mad Max - David Carretta Remix,Agoria;David Carretta,1MVcQPtprPbH7B0zzgMpkB,0.582,0.794,2,-8.445,1,0.0377,0.000523,0.236,0.141,0.465,129.968,Not Hot,2,0
Lake District,Henrik Janson,7x4VM7FhrhLkSCSaKgqpaR,0.822,0.0644,1,-19.105,0,0.112,0.961,0.888,0.109,0.219,58.243,Not Hot,4,0
You're The One,Greta Van Fleet,0iYBNrznkCwhN3xCmNVJpo,0.553,0.807,2,-5.805,1,0.0428,0.0125,0.00222,0.302,0.575,151.916,Not Hot,7,0
Hallucination,Regard;Years & Years,7y3c1oJMY1CwwtOZ84Qovu,0.687,0.788,6,-5.142,0,0.0352,0.0121,0.0,0.358,0.669,123.02,Not Hot,3,0
Purple Snowflakes,Marvin Gaye,03pgAGtsNrSoZtXDUR1Rom,0.607,0.481,7,-9.347,0,0.0269,0.404,0.0,0.107,0.78,109.403,Not Hot,3,0
Verb,Dj Gizmo,2imsVy3dcfibqYBdtKhCFa,0.608,0.477,10,-10.431,0,0.242,0.0043,0.91,0.225,0.468,118.42,Not Hot,5,0
Sudah Sudahlah,Souljah,2BxdBN7l5r5dxj9yUJfkvi,0.652,0.78,2,-3.523,0,0.0764,0.574,0.0,0.0785,0.9,168.021,Not Hot,3,0
Roller Disco - Original Mix,Crazibiza,7hyy9855UkAUQU4oRH9hm0,0.748,0.915,8,-5.563,1,0.102,0.00619,0.873,0.22,0.351,122.996,Not Hot,5,0
Moonlight Lovers,Shady Moon,1DxVPlu2YdmjRReQ8E6weM,0.899,0.347,1,-10.895,1,0.0927,0.398,0.000855,0.261,0.817,118.014,Not Hot,2,0
"The Nutcracker, Op. 71, TH.14: Overture",Royal Concertgebouw Orchestra;Antal Doráti,1vEQw6OHRWpLdMGn8GSqS6,0.456,0.129,10,-22.042,1,0.0427,0.964,0.926,0.0716,0.388,119.379,Not Hot,4,0
The Something Special,The Bouncing Souls,5yDLDNnPjMIYK89O83jdLP,0.397,0.975,4,-3.952,1,0.0802,0.000642,0.0,0.196,0.45,169.759,Not Hot,7,0
Slip Away,Perfume Genius,13yxz52EwElyue9PLrqcZY,0.603,0.509,1,-6.824,1,0.0311,0.374,2.91e-05,0.0627,0.572,136.592,Not Hot,2,0
Alice (Não Me Escreva Aquela Carta de Amor) / Conspiração Internacional - Ao Vivo,Leoni,4GYgRE5xx0GrBOiUdz6HTq,0.567,0.484,1,-8.201,0,0.0397,0.805,0.0,0.881,0.843,80.557,Not Hot,0,0
Survive (with Luma),Blanke;Luma,1MhdaEmBlc71o9ID1eP9Io,0.442,0.572,10,-5.509,0,0.0362,0.293,3.69e-06,0.0978,0.108,85.963,Not Hot,3,0
Si Algùn Día la Ves,Francis Cabrel,2g9nW9edpxcz60FTuJzlY3,0.586,0.349,7,-9.575,1,0.0312,0.746,0.0,0.0904,0.338,117.782,Not Hot,6,0
Fuel for Hatred,The Day Everything Became Nothing,20NxZGy3Zx3qQFW8dAP4vP,0.206,0.989,1,-5.168,0,0.205,1.17e-06,0.894,0.0957,0.167,159.207,Not Hot,5,0
The Question,Bodysnatcher,3xLDLxWr1dLHzHMi02QBV1,0.454,0.954,1,-5.559,1,0.15,0.000135,0.0649,0.0924,0.215,131.27,Not Hot,7,0
Last Goodbye - Happy Mix,Charly Lownoise & Mental Theo,4m6JdrQrSbSnjYc89qKvEj,0.53,0.955,0,-5.674,0,0.0444,0.00609,0.000341,0.0756,0.351,170.097,Not Hot,7,0
Kagerou,BABYMETAL,4kNujQGCx2ytNLfYIEIcYP,0.425,0.941,8,-2.326,1,0.077,3.1e-05,0.0168,0.409,0.282,97.498,Not Hot,7,0
"Nightwish - Demo, Remastered",Nightwish,19CKLFb8SrjZ3IlpalE3RU,0.593,0.378,9,-12.861,0,0.0353,0.492,0.000778,0.112,0.0431,121.176,Not Hot,6,0
Something Real,Soil,2EquVFQ9tuqAXozc8KuChs,0.537,0.893,5,-3.719,0,0.0625,0.000215,1.27e-06,0.22,0.467,115.083,Not Hot,3,0
Oceans - Alex M.O.R.P.H. Remix,Dash Berlin;Alex M.O.R.P.H.,75toOpdBwyysYcyDspID2y,0.457,0.942,2,-4.493,1,0.0356,0.00291,0.225,0.112,0.133,135.015,Not Hot,7,0
Reggaeton,J Balvin,1F4sE8N4KROqjI5GeBDiDQ,0.747,0.74,4,-4.325,0,0.191,0.0165,9.94e-05,0.101,0.552,176.062,Not Hot,3,0
Funky Souls,Robert Hood,01N2IF29PcgRWBqGtLjoha,0.763,0.983,1,-6.796,1,0.111,0.00204,0.00104,0.893,0.64,125.142,Not Hot,0,0
Dice,Finley Quaye;William Orbit,2NxR8uqQ4AMV8lk09xfqFV,0.622,0.445,9,-7.644,1,0.0273,0.0246,0.00677,0.0871,0.197,111.125,Not Hot,2,0
The House of Wolves,Bring Me The Horizon,7hntkdvG3jWdFKm7pGCCzd,0.425,0.98,8,-2.219,1,0.189,0.000104,1.46e-06,0.346,0.279,152.0,Not Hot,7,0
LENTITO,Alvaro Diaz,12q6GsWqd3fWonMJUxApFi,0.584,0.803,1,-4.953,1,0.273,0.0392,4.71e-05,0.0973,0.339,108.049,Not Hot,2,0
BLOCK,K-NINE,32f2uFt0uqdrdtZC3jGejk,0.685,0.892,2,-1.43,1,0.0395,0.0018,0.684,0.107,0.0702,144.988,Not Hot,5,0
All I Need,Verzache,4K6e6JiR1KFohWedXSnvob,0.663,0.786,9,-5.325,1,0.0353,0.212,1.96e-06,0.0957,0.319,145.977,Not Hot,7,0
Salty Air,Bitter:Sweet,45BdsGYnwM3fswx6tEe6YG,0.86,0.57,4,-8.492,1,0.0381,0.17,0.109,0.0288,0.961,121.177,Not Hot,2,0
No Te Va,Joey Montana;Lalo Ebratt,5fLunXV4vxS9HDpnUFS1za,0.844,0.934,7,-1.223,0,0.078,0.17,0.000121,0.134,0.647,96.983,Not Hot,3,0
